Model,Mean_AU,Mean_EU,Mean_TU,Train_Time_sec
AlexNet_CNN,0.0031835083,0.00027990108,0.0034634096,2038.4876195370002
GFNet,0.007062746,1.108852e-06,0.0070638545,2269.2560890150003
ViT_UNet,0.2130092,0.00024190375,0.21325111,3810.0610708649992
