model_key,model_name,scoring_method,window_size,lambda,k_iters,empirical_coverage,avg_set_size,scene_coverage,scene_avg_set_size,uncertain_pixel_rate,mean_per_class_cov,runtime_sec,alpha
AlexNet_CNN_MultiHead,AlexNet,RAPS,7,0.5,1,0.6961555588540893,0.6966008609173222,0.18845844965390646,1.2315917543341175,0.2911376953125,0.6946175602651865,220.10955259899993,0.05
AlexNet_CNN_MultiHead,AlexNet,SAPS,7,0.5,1,0.6897728959477513,0.6902181980109842,0.1624153887337948,1.020575784209496,0.1370086669921875,0.6919811569176705,219.48898281700008,0.05
