model_name,method,target_coverage,empirical_coverage,avg_set_size,median_set_size,singleton_rate,empty_set_rate,runtime_sec,alpha,lam,n_clusters,mean_per_class_coverage
AlexNet,ClassConditionalConformal,0.95,0.9547276235713226,0.9547276235713226,1.0,0.9547276235713226,0.04527237642867745,2.292357693999975,0.05,,,0.9630099909133306
GFNet,ClassConditionalConformal,0.95,0.9517589431497699,0.9517589431497699,1.0,0.9517589431497699,0.04824105685023007,2.339258706999999,0.05,,,0.9482437871058172
ViT,ClassConditionalConformal,0.95,0.9496808668546831,0.9496808668546831,1.0,0.9496808668546831,0.050319133145316906,2.224427326999944,0.05,,,0.9490249937297599
AlexNet,ClusteredConformal,0.95,0.9572510019296423,0.9572510019296423,1.0,0.9572510019296423,0.04274899807035772,3.0594818560000476,0.05,,4.0,0.9383167735755203
GFNet,ClusteredConformal,0.95,0.9525011132551581,0.9525011132551581,1.0,0.9525011132551581,0.047498886744841914,5.474895679999918,0.05,,4.0,0.9385136158723342
ViT,ClusteredConformal,0.95,0.9455247142645095,0.9455247142645095,1.0,0.9455247142645095,0.054475285735490576,10.67419527800007,0.05,,4.0,0.9470722707142394
AlexNet,RAPS,0.95,1.0,1.0,1.0,1.0,0.0,0.4984293269999398,0.05,0.01,,1.0
GFNet,RAPS,0.95,0.9998515659789223,1.0,1.0,1.0,0.0,0.4831613420000167,0.05,0.01,,0.999375
ViT,RAPS,0.95,0.9992578298946119,1.0,1.0,1.0,0.0,0.46974008299991965,0.05,0.01,,0.999530903581068
AlexNet,RC3P,0.95,0.9606649844144278,0.9606649844144278,1.0,0.9606649844144278,0.03933501558557221,2.347965410000029,0.05,,,0.9672628519215065
GFNet,RC3P,0.95,0.955321359655633,0.955321359655633,1.0,0.955321359655633,0.04467864034436693,2.365494427000044,0.05,,,0.9540359151881321
ViT,RC3P,0.95,0.9535401514027015,0.9535401514027015,1.0,0.9535401514027015,0.0464598485972985,2.2882030419999637,0.05,,,0.9537681579377318
AlexNet,SplitConformal,0.95,0.9508683390233041,0.9508683390233041,1.0,0.9508683390233041,0.04913166097669586,2.4034767729999658,0.05,,,0.9207464126318985
GFNet,SplitConformal,0.95,0.9505714709811489,0.9505714709811489,1.0,0.9505714709811489,0.04942852901885112,2.2923555589999296,0.05,,,0.9296542381536252
ViT,SplitConformal,0.95,0.9477512245806738,0.9477512245806738,1.0,0.9477512245806738,0.05224877541932611,2.25247833800006,0.05,,,0.9244684439909617
